1;arms_factory;4935.00;11.10;1867.00;2.10;0
1;arms_factory;4935.00;11.10;1867.00;2.10;0
1;arms_factory;4935.00;11.10;1867.00;2.10;0
1;arms_factory;4935.00;11.10;1867.00;2.10;0
1;arms_factory;4935.00;11.10;1867.00;2.10;0
1;arms_factory;4935.00;11.10;1867.00;2.10;0
1;industrial_complex;4866.00;19.50;1891.00;2.70;0
1;industrial_complex;4920.00;17.77;1870.00;5.72;0
1;industrial_complex;4890.00;23.75;1855.00;0.64;0
1;industrial_complex;4900.00;22.95;1884.00;4.76;0
1;industrial_complex;4851.00;14.35;1877.00;2.61;0
1;industrial_complex;4840.00;10.80;1869.00;2.71;0
1;air_base;4879.00;10.95;1921.00;0.55;0
1;naval_base;4838.00;9.85;1876.00;-1.89;3674
1;naval_base;4910.00;10.80;1919.00;-4.55;4312
1;naval_base;4866.00;10.80;1918.00;-2.90;3961
1;naval_base;4861.00;9.50;1831.00;-1.29;4262
1;naval_base;4932.00;10.80;1897.00;-4.25;4312
1;naval_base;4912.00;9.85;1829.00;0.46;4690
1;naval_base;4925.00;10.80;1906.00;-4.17;4312
1;naval_base;4937.00;10.88;1882.00;1.57;4312
1;naval_base;4853.00;9.50;1838.00;-1.57;3674
1;naval_base;4841.00;9.85;1858.00;-1.33;3674
1;naval_base;4915.00;10.80;1915.00;-3.61;4312
1;naval_base;4892.00;9.85;1823.00;0.00;4690
1;naval_base;4841.00;10.80;1886.00;-1.89;3674
1;naval_base;4929.00;10.32;1845.00;0.79;4690
1;naval_base;4919.00;10.88;1835.00;0.98;4690
1;naval_base;4839.00;9.50;1864.00;-1.57;3674
1;naval_base;4875.00;10.32;1922.00;-3.14;3961
1;naval_base;4938.00;10.32;1869.00;1.33;4312
1;naval_base;4851.00;10.32;1842.00;-1.11;3674
1;naval_base;4877.00;9.85;1825.00;-0.38;4690
1;naval_base;4843.00;9.85;1895.00;-1.57;3674
1;naval_base;4936.00;10.95;1863.00;1.57;4312
1;naval_base;4851.00;10.32;1906.00;-2.36;3961
1;naval_base;4904.00;9.85;1826.00;0.64;4690
1;naval_base;4912.00;10.95;1916.00;-3.70;4312
1;naval_base;4890.00;10.80;1924.00;-3.39;3961
1;bunker;4877.00;19.85;1849.00;4.40;0
1;bunker;4901.00;21.73;1890.00;0.78;0
1;bunker;4871.00;24.60;1873.00;2.34;0
1;bunker;4841.00;11.35;1873.00;0.18;0
1;bunker;4842.00;10.88;1888.00;2.84;0
1;bunker;4885.00;15.70;1909.00;5.50;0
1;bunker;4863.00;11.10;1913.00;2.24;0
1;bunker;4863.00;21.65;1868.00;3.45;0
1;bunker;4910.00;12.35;1837.00;1.29;0
1;bunker;4928.00;13.55;1869.00;2.85;0
1;bunker;4874.00;23.33;1889.00;5.51;0
1;bunker;4864.00;20.80;1863.00;1.90;0
1;bunker;4901.00;23.88;1871.00;6.02;0
1;bunker;4921.00;11.10;1906.00;6.12;0
1;bunker;4937.00;10.95;1873.00;3.96;0
1;bunker;4904.00;11.60;1915.00;1.80;0
1;bunker;4853.00;11.50;1901.00;4.46;0
1;bunker;4896.00;15.45;1908.00;6.03;0
1;bunker;4893.00;20.27;1846.00;2.41;0
1;bunker;4933.00;11.10;1891.00;0.25;0
1;bunker;4905.00;22.65;1879.00;1.45;0
